"tourney_id","tourney_name","tourney_ioc","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_date_num","w_w_14d","w_l_14d","l_w_14d","l_l_14d","w_w_28d","w_l_28d","l_w_28d","l_l_28d","mins_so_far_w","mins_so_far_l","rank_difference","rank_points_difference","winner_ioc_home_adv","winner_ioc_home_disadv","age_difference","age_mean_difference","winner_odds","loser_odds","winner_odds_prob","loser_odds_prob"
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,275,106283,"","Q","Mitchell Krueger","R",NA,"USA",28.090349076,111442,"","","Jordan Thompson","R",183,"AUS",27.8220396988,"6-2 6-4",3,"R32",81,3,2,54,38,32,9,9,3,3,6,2,64,41,25,11,9,6,9,164,386,83,800,406,0,1,2,1,0,1,2,1,0,0,-81,-414,1,0,0.268309377199998,0.268309377199998,2.45,1.54,0.385964912280702,0.614035087719298
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,276,106218,"","","Marcos Giron","R",180,"USA",28.5612594114,105815,"","","Tennys Sandgren","R",188,"USA",30.5681040383,"7-5 6-3",3,"R32",79,6,1,57,28,22,20,10,0,0,2,6,72,41,31,12,11,2,5,64,988,161,400,406,3,1,0,1,3,1,0,1,0,0,97,588,0,0,-2.0068446269,-2.0068446269,1.34,3.2,0.704845814977974,0.295154185022026
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,277,105357,"","","John Millman","R",183,"AUS",32.6707734428,202195,"8","","Maxime Cressy","R",198,"USA",24.772073922,"6-7(2) 7-6(2) 7-6(3)",3,"R32",173,5,5,121,72,57,32,18,4,5,12,8,111,66,54,29,18,4,5,91,738,59,1047,406,0,1,0,1,0,1,0,1,0,0,-32,-309,0,1,7.8986995208,2.81554235142051,2.52,1.51,0.37468982630273,0.62531017369727
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,278,111578,"","Q","Stefan Kozlov","R",NA,"USA",24.0355920602,105877,"","LL","Emilio Gomez","R",NA,"ECU",30.2149212868,"4-6 7-5 6-3",3,"R32",160,3,2,100,73,47,18,16,15,19,0,2,101,63,40,18,15,9,14,151,451,149,459,406,0,0,0,0,0,0,0,0,0,0,-2,-8,1,0,-6.1793292266,0.376791666379493,1.66,2.17,0.566579634464752,0.433420365535248
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,279,105449,"","","Steve Johnson","R",188,"USA",32.1423682409,104731,"","","Kevin Anderson","R",203,"RSA",35.7453798768,"6-2 6-7(5) 6-2",3,"R32",121,9,4,83,49,42,20,14,1,1,16,3,90,57,40,16,14,9,13,99,699,93,719,406,0,1,1,1,0,1,1,1,0,0,-6,-20,1,0,-3.6030116359,-3.6030116359,2.2,1.66,0.430051813471503,0.569948186528497
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,280,104797,"","Q","Denis Istomin","R",188,"UZB",35.4387405886,105023,"","","Sam Querrey","R",198,"USA",34.3572895277,"6-1 7-6(5)",3,"R32",70,7,3,55,40,34,9,9,1,1,11,0,66,34,26,15,10,4,7,267,208,117,605,406,0,0,0,1,0,0,0,1,0,0,-150,-397,0,1,1.0814510609,1.0814510609,2.4,1.56,0.393939393939394,0.606060606060606
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,282,200624,"5","","Sebastian Korda","R",196,"USA",21.6125941136,106423,"","","Thanasi Kokkinakis","R",196,"AUS",25.8480492813,"6-4 6-1",3,"R32",75,4,2,50,34,24,11,9,0,1,2,3,52,27,16,10,8,4,8,43,1276,94,719,406,0,0,0,0,0,0,0,0,0,0,51,557,1,0,-4.2354551677,4.2354551677,1.53,2.47,0.6175,0.3825
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,283,104312,"","","Andreas Seppi","R",190,"ITA",37.9822039699,105376,"","","Peter Gojowczyk","R",185,"GER",32.5859000684,"7-5 6-4",3,"R32",83,6,4,75,40,24,18,11,3,6,3,3,60,36,22,10,11,2,7,123,574,96,713,406,1,1,0,2,1,1,0,2,0,0,-27,-139,0,0,5.3963039015,5.3963039015,1.56,2.39,0.605063291139241,0.394936708860759
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,284,106214,"","","Oscar Otte","R",NA,"GER",28.5831622177,106415,"","","Yoshihito Nishioka","L",170,"JPN",26.3846680356,"7-6(8) 6-3",3,"R32",102,14,3,74,44,34,16,11,5,6,0,0,77,51,29,15,10,6,8,85,789,108,640,406,0,1,1,1,0,1,1,1,0,0,23,149,0,0,2.1984941821,0.34052523992051,2.02,1.79,0.469816272965879,0.530183727034121
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,286,124187,"2","","Reilly Opelka","R",211,"USA",24.4654346338,106058,"","WC","Jack Sock","R",185,"USA",29.3908281999,"6-7(6) 7-6(4) 6-1",3,"R16",137,21,1,94,56,53,23,16,1,1,4,7,104,70,53,16,15,7,9,20,2051,141,484,406,4,0,2,1,4,0,2,1,0,127,121,1567,0,0,-4.9253935661,0.77104217967949,1.35,3.34,0.712153518123667,0.287846481876333
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,287,105173,"7","","Adrian Mannarino","L",183,"FRA",33.6290212183,206909,"","","Brandon Nakashima","R",NA,"USA",20.5338809035,"6-4 2-6 7-5",3,"R16",183,6,2,82,47,32,18,15,3,7,6,3,117,69,46,21,15,6,10,53,1109,81,818,406,5,2,2,1,5,2,2,1,87,53,28,291,0,1,13.0951403148,-0.464402891579496,2.32,1.63,0.412658227848101,0.587341772151899
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,288,105777,"3","","Grigor Dimitrov","R",188,"BUL",30.7515400411,106283,"","Q","Mitchell Krueger","R",NA,"USA",28.090349076,"7-6(4) 6-3",3,"R16",106,3,6,73,40,32,14,10,4,6,3,3,68,43,26,12,11,4,8,26,1786,164,386,406,0,0,1,1,0,0,1,1,0,81,138,1400,0,1,2.6611909651,2.6611909651,1.35,3.08,0.695259593679458,0.304740406320542
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,289,105357,"","","John Millman","R",183,"AUS",32.6707734428,106218,"","","Marcos Giron","R",180,"USA",28.5612594114,"6-3 7-6(6)",3,"R16",90,5,1,65,46,38,11,11,0,1,5,0,55,37,28,11,10,0,2,91,738,64,988,406,1,1,4,1,1,1,4,1,173,79,-27,-250,0,1,4.1095140314,4.1095140314,2.54,1.54,0.377450980392157,0.622549019607843
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,290,111578,"","Q","Stefan Kozlov","R",NA,"USA",24.0355920602,105449,"","","Steve Johnson","R",188,"USA",32.1423682409,"6-1 6-3",3,"R16",83,3,6,62,47,29,8,8,3,4,4,4,56,28,16,10,8,3,8,151,451,99,699,406,1,0,1,1,1,0,1,1,160,121,-52,-248,0,0,-8.1067761807,-1.55065528772051,2.49,1.56,0.385185185185185,0.614814814814815
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,291,126205,"4","","Tommy Paul","R",185,"USA",24.7474332649,104797,"","Q","Denis Istomin","R",188,"UZB",35.4387405886,"6-2 6-0",3,"R16",60,7,4,45,28,24,8,7,4,4,0,0,49,31,17,4,7,4,9,41,1297,267,208,406,0,0,1,0,0,0,1,0,0,70,226,1089,1,0,-10.6913073237,-5.55886884012051,1.17,5.32,0.819722650231125,0.180277349768875
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,292,200624,"5","","Sebastian Korda","R",196,"USA",21.6125941136,104312,"","","Andreas Seppi","R",190,"ITA",37.9822039699,"7-5 6-3",3,"R16",107,2,3,79,47,33,16,11,8,10,2,0,74,35,20,21,10,2,6,43,1276,123,574,406,1,0,2,1,1,0,2,1,75,83,80,702,1,0,-16.3696098563,-4.96749307012051,1.17,4.9,0.807248764415157,0.192751235584843
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,293,111815,"1","","Cameron Norrie","L",188,"GBR",26.4804928131,106214,"","","Oscar Otte","R",NA,"GER",28.5831622177,"6-3 7-5",3,"R16",87,0,3,63,47,32,10,11,4,6,4,6,68,40,26,10,10,5,9,13,2910,85,789,406,2,1,1,1,2,1,1,1,0,102,72,2121,0,0,-2.1026694046,-0.436350017420509,1.25,3.94,0.759152215799615,0.240847784200385
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,294,124187,"2","","Reilly Opelka","R",211,"USA",24.4654346338,105173,"7","","Adrian Mannarino","L",183,"FRA",33.6290212183,"7-6(2) 3-6 6-1",3,"QF",125,19,0,83,48,41,21,14,0,1,6,4,83,52,38,19,14,3,5,20,2051,53,1109,406,5,0,6,2,5,0,6,2,137,270,33,942,1,0,-9.1635865845,-3.46715083872051,1.45,2.79,0.658018867924528,0.341981132075472
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,295,105357,"","","John Millman","R",183,"AUS",32.6707734428,105777,"3","","Grigor Dimitrov","R",188,"BUL",30.7515400411,"6-4 6-4",3,"QF",94,1,1,59,38,27,14,10,2,3,4,1,61,33,21,14,10,3,6,91,738,26,1786,406,2,1,1,0,2,1,1,0,263,106,-65,-1048,0,0,1.9192334017,1.9192334017,2.51,1.52,0.377171215880893,0.622828784119107
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,296,126205,"4","","Tommy Paul","R",185,"USA",24.7474332649,111578,"","Q","Stefan Kozlov","R",NA,"USA",24.0355920602,"6-3 6-1",3,"QF",79,1,2,60,35,25,13,8,7,8,0,2,50,35,15,8,8,1,6,41,1297,151,451,406,1,0,2,0,1,0,2,0,60,243,110,846,0,0,0.711841204700001,-0.711841204700001,1.35,3.38,0.714587737843552,0.285412262156448
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,297,111815,"1","","Cameron Norrie","L",188,"GBR",26.4804928131,200624,"5","","Sebastian Korda","R",196,"USA",21.6125941136,"6-2 1-6 7-6(4)",3,"QF",139,2,4,89,56,38,18,13,3,6,5,2,105,49,36,28,14,7,10,13,2910,43,1276,406,3,1,2,0,3,1,2,0,87,182,30,1634,0,1,4.8678986995,-4.8678986995,2.03,1.84,0.475452196382429,0.524547803617571
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,298,124187,"2","","Reilly Opelka","R",211,"USA",24.4654346338,105357,"","","John Millman","R",183,"AUS",32.6707734428,"7-6(8) 6-7(3) 7-6(4)",3,"SF",180,16,2,109,73,60,27,18,1,2,3,2,137,93,65,29,18,9,10,20,2051,91,738,406,6,0,3,1,6,0,3,1,262,357,71,1313,1,0,-8.205338809,-2.50890306322051,1.46,2.83,0.65967365967366,0.34032634032634
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,299,111815,"1","","Cameron Norrie","L",188,"GBR",26.4804928131,126205,"4","","Tommy Paul","R",185,"USA",24.7474332649,"6-3 6-3",3,"SF",76,1,0,52,32,24,15,9,2,2,2,3,55,35,21,11,9,1,4,13,2910,41,1297,406,4,1,2,0,4,1,2,0,226,139,28,1613,0,1,1.7330595482,-1.7330595482,1.64,2.34,0.587939698492462,0.412060301507538
"2022-0499","Delray Beach","USA","Hard",32,"A",20220214,300,111815,"1","","Cameron Norrie","L",188,"GBR",26.4804928131,124187,"2","","Reilly Opelka","R",211,"USA",24.4654346338,"7-6(1) 7-6(4)",3,"F",111,7,1,71,48,43,15,12,0,0,25,1,94,65,47,15,12,5,5,13,2910,20,2051,406,5,1,7,0,5,1,7,0,302,442,7,859,0,1,2.0150581793,-2.0150581793,1.69,2.25,0.571065989847716,0.428934010152284
"2022-0451","Doha","QAT","Hard",32,"A",20220214,271,104918,"","WC","Andy Murray","R",190,"GBR",34.7542778919,106121,"","","Taro Daniel","R",191,"JPN",29.0485968515,"6-2 6-2",3,"R32",80,4,0,40,28,25,6,8,0,1,2,2,53,34,18,5,8,6,11,87,761,110,631,406,1,1,0,0,1,1,0,0,0,0,23,130,0,0,5.7056810404,5.7056810404,1.38,3.12,0.693333333333333,0.306666666666667
"2022-0451","Doha","QAT","Hard",32,"A",20220214,272,200221,"","","Alejandro Davidovich Fokina","R",183,"ESP",22.6967830253,104291,"","WC","Malek Jaziri","R",185,"TUN",38.0698151951,"6-1 6-3",3,"R32",59,8,1,42,20,19,14,8,0,0,3,0,45,23,13,10,8,1,5,47,1160,303,169,406,0,2,0,0,0,2,0,0,0,0,256,991,0,0,-15.3730321698,-6.13929320702051,1.03,14.85,0.935138539042821,0.0648614609571788
"2022-0451","Doha","QAT","Hard",32,"A",20220214,273,105554,"5","","Daniel Evans","R",175,"GBR",31.7316906229,106078,"","","Egor Gerasimov","R",196,"BLR",29.2594113621,"6-4 6-4",3,"R32",91,5,1,58,34,29,13,10,0,0,7,0,62,42,29,10,10,3,5,28,1702,124,574,406,0,0,0,2,0,0,0,2,0,0,96,1128,0,0,2.4722792608,2.4722792608,1.44,2.83,0.662763466042155,0.337236533957845
"2022-0451","Doha","QAT","Hard",32,"A",20220214,275,122298,"","","Botic Van De Zandschulp","R",NA,"NED",26.3655030801,105341,"","Q","Thomas Fabbiano","R",NA,"ITA",32.7227926078,"6-2 7-6(5)",3,"R32",92,6,4,61,39,29,12,10,1,3,0,2,67,47,29,8,10,3,7,50,1149,192,336,406,1,1,0,0,1,1,0,0,0,0,142,813,0,0,-6.3572895277,-4.46099067452051,1.17,5.18,0.815748031496063,0.184251968503937
"2022-0451","Doha","QAT","Hard",32,"A",20220214,276,200325,"","","Emil Ruusuvuori","R",188,"FIN",22.8720054757,105676,"","","David Goffin","R",180,"BEL",31.189596167,"4-6 6-4 6-1",3,"R32",156,5,5,99,65,48,13,14,11,14,6,4,117,67,40,21,13,10,15,71,901,48,1156,406,4,1,1,2,4,1,1,2,0,0,-23,-255,0,0,-8.3175906913,0.56570337067949,1.31,3.55,0.730452674897119,0.269547325102881
"2022-0451","Doha","QAT","Hard",32,"A",20220214,277,111575,"6","","Karen Khachanov","R",198,"RUS",25.735797399,111456,"","","Mackenzie Mcdonald","R",NA,"USA",26.8336755647,"7-6(3) 6-3",3,"R32",85,8,1,64,49,40,9,10,3,3,1,0,62,42,29,12,11,0,2,27,1770,51,1146,406,1,1,2,2,1,1,2,2,0,0,24,624,0,0,-1.0978781657,1.0978781657,1.47,2.76,0.652482269503546,0.347517730496454
"2022-0451","Doha","QAT","Hard",32,"A",20220214,278,105916,"","","Marton Fucsovics","R",188,"HUN",30.0177960301,144750,"8","","Lloyd Harris","R",193,"RSA",24.9719370294,"6-4 7-6(4)",3,"R32",117,2,1,74,45,38,12,11,2,3,5,1,77,46,35,12,11,4,6,36,1427,35,1477,406,2,1,0,1,2,1,0,1,0,0,-1,-50,0,0,5.0458590007,0.36242804612051,1.75,2.12,0.547803617571059,0.452196382428941
"2022-0451","Doha","QAT","Hard",32,"A",20220214,279,126952,"","","Soon Woo Kwon","R",180,"KOR",24.2026009582,111153,"","Q","Christopher Eubanks","R",NA,"USA",25.7796030116,"7-6(6) 1-6 6-4",3,"R32",119,5,6,87,49,42,17,15,2,5,15,2,92,67,48,14,14,3,4,55,1095,167,382,406,2,2,0,0,2,2,0,0,0,0,112,713,0,0,-1.5770020534,1.5770020534,1.39,3.09,0.689732142857143,0.310267857142857
"2022-0451","Doha","QAT","Hard",32,"A",20220214,280,111200,"","LL","Elias Ymer","R",183,"SWE",25.8480492813,105311,"","LL","Joao Sousa","R",185,"POR",32.8788501027,"2-6 6-3 7-5",3,"R32",137,3,4,88,55,40,19,15,4,7,2,2,90,52,37,19,14,5,8,138,505,86,762,406,3,1,5,0,3,1,5,0,0,0,-52,-257,0,0,-7.0308008214,-4.09959437062051,0,0,0,0
"2022-0451","Doha","QAT","Hard",32,"A",20220214,282,122330,"7","","Alexander Bublik","R",196,"KAZ",24.6625598905,106075,"","Q","Jozef Kovalik","R",183,"SVK",29.2785763176,"6-2 6-4",3,"R32",82,7,4,47,30,25,10,9,1,2,1,2,67,39,21,14,9,8,12,31,1638,183,351,406,5,1,0,1,5,1,0,1,0,0,152,1287,0,0,-4.6160164271,0.686168805279493,1.16,5.6,0.828402366863905,0.171597633136095
"2022-0451","Doha","QAT","Hard",32,"A",20220214,283,126239,"","","Arthur Rinderknech","R",NA,"FRA",26.5653661875,106210,"","","Jiri Vesely","L",198,"CZE",28.5995893224,"3-6 7-6(4) 6-4",3,"R32",146,19,2,104,66,53,18,15,9,10,11,6,91,49,39,25,16,2,3,61,1042,121,585,406,0,0,1,1,0,0,1,1,0,0,60,457,0,0,-2.0342231349,-0.537650496520509,1.48,2.69,0.645083932853717,0.354916067146283
"2022-0451","Doha","QAT","Hard",32,"A",20220214,284,144684,"","","Alex Molcan","L",NA,"SVK",24.205338809,106331,"","Q","Christopher Oconnell","R",183,"AUS",27.7015742642,"6-7(4) 7-6(6) 6-4",3,"R32",155,4,6,108,73,49,16,17,2,7,9,1,107,71,43,16,17,1,7,73,876,148,463,406,0,1,0,0,0,1,0,0,0,0,75,413,0,0,-3.4962354552,2.72039194017949,2.2,1.7,0.435897435897436,0.564102564102564
"2022-0451","Doha","QAT","Hard",32,"A",20220214,286,105138,"2","","Roberto Bautista Agut","R",183,"ESP",33.8370978782,104918,"","WC","Andy Murray","R",190,"GBR",34.7542778919,"6-0 6-1",3,"R16",66,4,0,43,31,24,6,7,1,1,1,1,41,23,8,7,6,1,6,16,2380,87,761,406,1,1,2,1,1,1,2,1,0,80,71,1619,0,0,-0.917180013700005,-0.917180013700005,1.72,2.16,0.556701030927835,0.443298969072165
"2022-0451","Doha","QAT","Hard",32,"A",20220214,287,200221,"","","Alejandro Davidovich Fokina","R",183,"ESP",22.6967830253,105554,"5","","Daniel Evans","R",175,"GBR",31.7316906229,"4-6 7-5 6-4",3,"R16",174,13,2,116,87,59,13,16,7,10,7,2,93,59,42,17,16,2,6,47,1160,28,1702,406,1,2,1,0,1,2,1,0,59,91,-19,-542,0,0,-9.0349075976,0.19883136517949,2.46,1.57,0.389578163771712,0.610421836228288
"2022-0451","Doha","QAT","Hard",32,"A",20220214,288,105227,"4","","Marin Cilic","R",198,"CRO",33.3798767967,122298,"","","Botic Van De Zandschulp","R",NA,"NED",26.3655030801,"6-3 7-5",3,"R16",102,6,0,73,43,30,18,11,5,6,5,3,69,48,33,7,10,8,11,24,1840,50,1149,406,0,0,2,1,0,0,2,1,0,92,26,691,0,0,7.0143737166,5.11807486342051,1.68,2.23,0.570332480818414,0.429667519181586
"2022-0451","Doha","QAT","Hard",32,"A",20220214,289,111575,"6","","Karen Khachanov","R",198,"RUS",25.735797399,200325,"","","Emil Ruusuvuori","R",188,"FIN",22.8720054757,"7-6(4) 6-3",3,"R16",91,5,2,60,41,36,10,11,2,3,1,3,62,47,30,9,10,1,3,27,1770,71,901,406,2,1,5,1,2,1,5,1,85,156,44,869,0,0,2.8637919233,-2.8637919233,1.55,2.5,0.617283950617284,0.382716049382716
"2022-0451","Doha","QAT","Hard",32,"A",20220214,290,105916,"","","Marton Fucsovics","R",188,"HUN",30.0177960301,126952,"","","Soon Woo Kwon","R",180,"KOR",24.2026009582,"6-3 6-7(5) 6-3",3,"R16",162,5,7,102,57,35,26,16,9,13,1,4,92,59,33,15,14,9,15,36,1427,55,1095,406,3,1,3,2,3,1,3,2,117,119,19,332,0,0,5.8151950719,-0.406908025079488,1.6,2.38,0.597989949748744,0.402010050251256
"2022-0451","Doha","QAT","Hard",32,"A",20220214,291,105932,"3","","Nikoloz Basilashvili","R",185,"GEO",29.9767282683,111200,"","LL","Elias Ymer","R",183,"SWE",25.8480492813,"6-4 7-5",3,"R16",122,3,4,78,39,25,22,11,4,6,3,2,87,54,34,14,11,10,14,22,2016,138,505,406,0,2,4,1,0,2,4,1,0,137,116,1511,0,0,4.128678987,1.19747253622051,1.62,2.34,0.590909090909091,0.409090909090909
"2022-0451","Doha","QAT","Hard",32,"A",20220214,292,126239,"","","Arthur Rinderknech","R",NA,"FRA",26.5653661875,122330,"7","","Alexander Bublik","R",196,"KAZ",24.6625598905,"6-7(5) 6-1 6-4",3,"R16",124,10,2,86,51,38,23,15,2,5,15,10,97,51,36,18,14,12,18,61,1042,31,1638,406,1,0,6,1,1,0,6,1,146,82,-30,-596,0,0,1.902806297,-1.902806297,2.34,1.62,0.409090909090909,0.590909090909091
"2022-0451","Doha","QAT","Hard",32,"A",20220214,293,133430,"1","","Denis Shapovalov","L",185,"CAN",22.8364134155,144684,"","","Alex Molcan","L",NA,"SVK",24.205338809,"6-4 6-0",3,"R16",52,7,4,41,25,21,12,8,0,0,4,0,45,28,16,8,8,4,8,12,2930,73,876,406,0,1,1,1,0,1,1,1,0,155,61,2054,0,0,-1.3689253935,1.3689253935,1.24,4.2,0.772058823529412,0.227941176470588
"2022-0451","Doha","QAT","Hard",32,"A",20220214,294,105138,"2","","Roberto Bautista Agut","R",183,"ESP",33.8370978782,200221,"","","Alejandro Davidovich Fokina","R",183,"ESP",22.6967830253,"6-1 6-1",3,"QF",77,2,0,40,27,20,9,7,0,0,0,3,63,45,22,7,7,2,7,16,2380,47,1160,406,2,1,2,2,2,1,2,2,66,233,31,1220,0,0,11.1403148529,1.90657589012051,1.36,3.33,0.71002132196162,0.28997867803838
"2022-0451","Doha","QAT","Hard",32,"A",20220214,295,111575,"6","","Karen Khachanov","R",198,"RUS",25.735797399,105227,"4","","Marin Cilic","R",198,"CRO",33.3798767967,"3-6 6-3 6-4",3,"QF",120,10,2,86,65,46,12,14,2,3,16,2,85,49,37,19,14,4,6,27,1770,24,1840,406,3,1,1,0,3,1,1,0,176,102,-3,-70,0,0,-7.6440793977,-4.48836918232051,1.64,2.39,0.593052109181141,0.406947890818859
"2022-0451","Doha","QAT","Hard",32,"A",20220214,296,105932,"3","","Nikoloz Basilashvili","R",185,"GEO",29.9767282683,105916,"","","Marton Fucsovics","R",188,"HUN",30.0177960301,"1-6 6-3 7-5",3,"QF",133,3,3,86,51,35,17,14,4,7,2,4,92,50,35,21,14,5,8,22,2016,36,1427,406,1,2,4,1,1,2,4,1,122,279,14,589,0,0,-0.0410677618000008,-0.0410677618000008,2.29,1.65,0.418781725888325,0.581218274111675
"2022-0451","Doha","QAT","Hard",32,"A",20220214,297,126239,"","","Arthur Rinderknech","R",NA,"FRA",26.5653661875,133430,"1","","Denis Shapovalov","L",185,"CAN",22.8364134155,"6-4 6-4",3,"QF",80,1,1,54,34,25,16,10,3,3,4,9,75,47,33,14,10,8,10,61,1042,12,2930,406,2,0,1,1,2,0,1,1,270,52,-49,-1888,0,0,3.728952772,-3.728952772,3.33,1.35,0.288461538461538,0.711538461538462
"2022-0451","Doha","QAT","Hard",32,"A",20220214,298,105138,"2","","Roberto Bautista Agut","R",183,"ESP",33.8370978782,111575,"6","","Karen Khachanov","R",198,"RUS",25.735797399,"2-6 6-3 7-5",3,"SF",144,2,2,107,81,56,12,15,10,12,17,1,83,60,41,14,14,1,3,16,2380,27,1770,406,3,1,4,1,3,1,4,1,143,296,11,610,0,0,8.1013004792,4.94559026382051,1.52,2.64,0.634615384615385,0.365384615384615
"2022-0451","Doha","QAT","Hard",32,"A",20220214,299,105932,"3","","Nikoloz Basilashvili","R",185,"GEO",29.9767282683,126239,"","","Arthur Rinderknech","R",NA,"FRA",26.5653661875,"6-4 6-2",3,"SF",72,4,0,53,32,27,11,9,2,2,6,0,50,33,18,8,9,1,4,22,2016,61,1042,406,2,2,3,0,2,2,3,0,255,350,39,974,0,0,3.4113620808,1.91478944242051,1.97,1.88,0.488311688311688,0.511688311688312
"2022-0451","Doha","QAT","Hard",32,"A",20220214,300,105138,"2","","Roberto Bautista Agut","R",183,"ESP",33.8370978782,105932,"3","","Nikoloz Basilashvili","R",185,"GEO",29.9767282683,"6-3 6-4",3,"F",85,0,0,52,41,28,6,10,1,3,8,3,73,45,28,10,9,5,9,16,2380,22,2016,406,4,1,3,2,4,1,3,2,287,327,6,364,0,0,3.8603696099,3.8603696099,1.5,2.65,0.63855421686747,0.36144578313253
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,271,104755,"","","Richard Gasquet","R",185,"FRA",35.6605065024,144707,"","","Mikael Ymer","R",183,"SWE",23.4332648871,"6-4 7-5",3,"R32",103,6,4,66,30,25,20,11,0,1,7,1,78,54,35,11,11,5,8,76,852,75,863,406,2,1,3,2,2,1,3,2,0,0,-1,-11,1,0,12.2272416153,4.46646637612051,2.21,1.66,0.428940568475452,0.571059431524548
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,272,105430,"","","Radu Albot","R",175,"MDA",32.2600958248,110602,"","","Dennis Novak","R",183,"AUT",28.4654346338,"3-6 7-5 6-1",3,"R32",129,3,3,103,73,48,12,14,5,8,3,3,85,48,30,18,14,2,7,97,708,128,561,406,1,1,0,1,1,1,0,1,0,0,31,147,0,0,3.794661191,3.794661191,1.63,2.09,0.561827956989247,0.438172043010753
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,273,106298,"","WC","Lucas Pouille","R",185,"FRA",27.9753593429,134868,"6","","Tallon Griekspoor","R",NA,"NED",25.620807666,"7-5 3-6 6-1",3,"R32",137,12,10,108,63,48,20,14,12,14,9,0,92,55,29,26,14,11,15,154,440,60,1046,406,0,1,1,2,0,1,1,2,0,0,-94,-606,1,0,2.3545516769,-1.03113800447949,3.68,1.28,0.258064516129032,0.741935483870968
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,275,208029,"","","Holger Rune","R",NA,"DEN",18.7980835044,200267,"","LL","Zizou Bergs","R",NA,"BEL",22.7022587269,"1-6 6-3 6-4",3,"R32",123,0,3,83,48,36,15,13,1,4,6,1,84,52,36,17,13,3,6,90,742,169,375,406,0,2,0,0,0,2,0,0,0,0,79,367,0,0,-3.9041752225,3.9041752225,1.48,2.59,0.636363636363636,0.363636363636364
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,276,105732,"","","Pierre Hugues Herbert","R",188,"FRA",30.9130732375,105062,"","Q","Mikhail Kukushkin","R",183,"KAZ",34.1382614648,"7-6(5) 7-5",3,"R32",114,8,2,67,41,30,18,12,0,2,6,0,75,47,29,18,12,2,5,109,636,168,380,406,1,1,0,0,1,1,0,0,0,0,59,256,1,0,-3.2251882273,-3.2251882273,1.48,2.61,0.638141809290954,0.361858190709046
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,277,126127,"9","","Benjamin Bonzi","R",NA,"FRA",25.6837782341,111794,"","","Kamil Majchrzak","R",NA,"POL",26.0889801506,"7-6(1) 6-4",3,"R32",97,10,1,82,52,41,14,11,6,7,5,1,70,41,27,16,11,4,6,69,919,79,823,406,0,1,3,1,0,1,3,1,0,0,10,96,1,0,-0.405201916500001,0.405201916500001,1.89,1.9,0.50131926121372,0.49868073878628
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,278,125802,"5","","Ilya Ivashka","R",193,"BLR",27.9726214921,105613,"","","Norbert Gombos","R",193,"SVK",31.5071868583,"7-6(5) 6-3",3,"R32",102,4,1,73,46,33,19,11,1,2,3,5,76,44,30,16,10,3,5,49,1154,114,624,406,1,2,0,0,1,2,0,0,0,0,65,530,0,0,-3.5345653662,-3.5345653662,1.26,3.4,0.729613733905579,0.270386266094421
